city,state_id,state_name,timezone
Wedowee,AL,Alabama,America/Chicago
Perrysville,OH,Ohio,America/New_York
Meredosia,IL,Illinois,America/Chicago
Braceville,IL,Illinois,America/Chicago
Parcelas Peñuelas,PR,Puerto Rico,America/Puerto_Rico
Seabrook Beach,NH,New Hampshire,America/New_York
Bradley,ME,Maine,America/New_York
North Irwin,PA,Pennsylvania,America/New_York
Ringling,OK,Oklahoma,America/Chicago
Merrill,MI,Michigan,America/Detroit
Lumpkin,GA,Georgia,America/New_York
Oxford,MD,Maryland,America/New_York
Caldwell,KS,Kansas,America/Chicago
Beaumont,MS,Mississippi,America/Chicago
Roby,TX,Texas,America/Chicago
Madison,AR,Arkansas,America/Chicago
Ballard,CA,California,America/Los_Angeles
Glenwillow,OH,Ohio,America/New_York
Inwood,IA,Iowa,America/Chicago
Russia,OH,Ohio,America/New_York
Lake Tapawingo,MO,Missouri,America/Chicago
Augusta,MI,Michigan,America/Detroit
Silverado,CA,California,America/Los_Angeles
Galeton,PA,Pennsylvania,America/New_York
Pinon,AZ,Arizona,America/Denver
Absarokee,MT,Montana,America/Denver
Levan,UT,Utah,America/Denver
Greenview,IL,Illinois,America/Chicago
Seabeck,WA,Washington,America/Los_Angeles
Black Rock,AR,Arkansas,America/Chicago
Wayne Lakes,OH,Ohio,America/New_York
Colfax,IN,Indiana,America/Indiana/Indianapolis
Paullina,IA,Iowa,America/Chicago
Oppelo,AR,Arkansas,America/Chicago
New Florence,MO,Missouri,America/Chicago
Bethel Springs,TN,Tennessee,America/Chicago
La Union,NM,New Mexico,America/Denver
Sadsburyville,PA,Pennsylvania,America/New_York
Winnebago,NE,Nebraska,America/Chicago
McCammon,ID,Idaho,America/Boise
Grand Isle,LA,Louisiana,America/Chicago
Shueyville,IA,Iowa,America/Chicago
Fairton,NJ,New Jersey,America/New_York
Jonestown,MS,Mississippi,America/Chicago
Page Park,FL,Florida,America/New_York
Chassell,MI,Michigan,America/Detroit
Blades,DE,Delaware,America/New_York
Plantersville,MS,Mississippi,America/Chicago
Kenesaw,NE,Nebraska,America/Chicago
Dennis,TX,Texas,America/Chicago
Abbottstown,PA,Pennsylvania,America/New_York
Valley View,TX,Texas,America/Chicago
Hallock,MN,Minnesota,America/Chicago
Chamita,NM,New Mexico,America/Denver
Inyokern,CA,California,America/Los_Angeles
Huttig,AR,Arkansas,America/Chicago
Greenleaf,WI,Wisconsin,America/Chicago
Lasara,TX,Texas,America/Chicago
Whiting,IA,Iowa,America/Chicago
Lake Madison,SD,South Dakota,America/Chicago
Carthage,IN,Indiana,America/Indiana/Indianapolis
West Salem,IL,Illinois,America/Chicago
Innsbrook,MO,Missouri,America/Chicago
Benton,MO,Missouri,America/Chicago
Menno,SD,South Dakota,America/Chicago
Palenville,NY,New York,America/New_York
Adair,IA,Iowa,America/Chicago
Pentwater,MI,Michigan,America/Detroit
Tecumseh,IN,Indiana,America/Indiana/Indianapolis
Flushing,OH,Ohio,America/New_York
Lime Ridge,PA,Pennsylvania,America/New_York
Denali Park,AK,Alaska,America/Anchorage
Monroe City,IN,Indiana,America/Indiana/Vincennes
Eden,UT,Utah,America/Denver
Brecon,OH,Ohio,America/New_York
Eden,MD,Maryland,America/New_York
Sunbright,TN,Tennessee,America/New_York
Laurys Station,PA,Pennsylvania,America/New_York
Happy Camp,CA,California,America/Los_Angeles
Williamsdale,OH,Ohio,America/New_York
Emerson,NE,Nebraska,America/Chicago
Loreauville,LA,Louisiana,America/Chicago
Deport,TX,Texas,America/Chicago
Farmersville,PA,Pennsylvania,America/New_York
Claysville,PA,Pennsylvania,America/New_York
Flat Top Mountain,TN,Tennessee,America/New_York
Sanderson,TX,Texas,America/Chicago
La Grange,MO,Missouri,America/Chicago
Essex,IA,Iowa,America/Chicago
Patterson Springs,NC,North Carolina,America/New_York
Alanson,MI,Michigan,America/Detroit
New Kingstown,PA,Pennsylvania,America/New_York
South Webster,OH,Ohio,America/New_York
Cateechee,SC,South Carolina,America/New_York
Browning,MT,Montana,America/Denver
Crescent,LA,Louisiana,America/Chicago
Roseboro,NC,North Carolina,America/New_York
New Kent,VA,Virginia,America/New_York
Lincolnville,SC,South Carolina,America/New_York
Calvert Beach,MD,Maryland,America/New_York
Plain Dealing,LA,Louisiana,America/Chicago
Grangerland,TX,Texas,America/Chicago
Silver Lake,MN,Minnesota,America/Chicago
Garysburg,NC,North Carolina,America/New_York
Philo,OH,Ohio,America/New_York
Amity,AR,Arkansas,America/Chicago
Early,IA,Iowa,America/Chicago
Vienna,NJ,New Jersey,America/New_York
Taylor Ferry,OK,Oklahoma,America/Chicago
Black Creek,NC,North Carolina,America/New_York
Hamer,SC,South Carolina,America/New_York
Hopkins,MI,Michigan,America/Detroit
Foristell,MO,Missouri,America/Chicago
Magazine,AR,Arkansas,America/Chicago
Hill Country Village,TX,Texas,America/Chicago
Bernville,PA,Pennsylvania,America/New_York
Wittenberg,WI,Wisconsin,America/Chicago
South Ashburnham,MA,Massachusetts,America/New_York
Winona,MO,Missouri,America/Chicago
Howard,SD,South Dakota,America/Chicago
Ingold,NC,North Carolina,America/New_York
Fertile,MN,Minnesota,America/Chicago
Edmund,SC,South Carolina,America/New_York
Lamberton,MN,Minnesota,America/Chicago
Shelby,AL,Alabama,America/Chicago
Corfu,NY,New York,America/New_York
Wells,TX,Texas,America/Chicago
Warren,TX,Texas,America/Chicago
Cannon Ball,ND,North Dakota,America/Chicago
Ganado,AZ,Arizona,America/Denver
Coalmont,TN,Tennessee,America/Chicago
Davis,WV,West Virginia,America/New_York
Heidelberg,MS,Mississippi,America/Chicago
Courtland,AL,Alabama,America/Chicago
Hillsboro,MS,Mississippi,America/Chicago
Rhodhiss,NC,North Carolina,America/New_York
Waynetown,IN,Indiana,America/Indiana/Indianapolis
Grand Coteau,LA,Louisiana,America/Chicago
Gowrie,IA,Iowa,America/Chicago
Mountain Village,AK,Alaska,America/Nome
Baroda,MI,Michigan,America/Detroit
Hurst,IL,Illinois,America/Chicago
Marblehead,OH,Ohio,America/New_York
Sunday Lake,WA,Washington,America/Los_Angeles
Cloudcroft,NM,New Mexico,America/Denver
Northwood,ND,North Dakota,America/Chicago
Solis,TX,Texas,America/Chicago
Alma,KS,Kansas,America/Chicago
Buckley,MI,Michigan,America/Detroit
La Tina Ranch,TX,Texas,America/Chicago
Dallas City,IL,Illinois,America/Chicago
Annabella,UT,Utah,America/Denver
Bunker Hill,IN,Indiana,America/Indiana/Indianapolis
Milltown,IN,Indiana,America/Kentucky/Louisville
Argyle,WI,Wisconsin,America/Chicago
Potlatch,ID,Idaho,America/Los_Angeles
Medaryville,IN,Indiana,America/Indiana/Winamac
Lesage,WV,West Virginia,America/New_York
Springport,MI,Michigan,America/Detroit
Spring Hill,PA,Pennsylvania,America/New_York
Estelline,SD,South Dakota,America/Chicago
Libertytown,MD,Maryland,America/New_York
Crystal Springs,FL,Florida,America/New_York
Underhill Flats,VT,Vermont,America/New_York
Lott,TX,Texas,America/Chicago
McKinney Acres,TX,Texas,America/Chicago
Robbinsville,NC,North Carolina,America/New_York
Velda Village Hills,MO,Missouri,America/Chicago
Linn Valley,KS,Kansas,America/Chicago
Houston Acres,KY,Kentucky,America/New_York
Houck,AZ,Arizona,America/Denver
Lucerne Mines,PA,Pennsylvania,America/New_York
Cleveland,MO,Missouri,America/Chicago
Burrton,KS,Kansas,America/Chicago
Franklin,AL,Alabama,America/Chicago
Genoa,NE,Nebraska,America/Chicago
Plumerville,AR,Arkansas,America/Chicago
Tohatchi,NM,New Mexico,America/Denver
Sheridan,MT,Montana,America/Denver
Okoboji,IA,Iowa,America/Chicago
Vaughn,MT,Montana,America/Denver
Henefer,UT,Utah,America/Denver
Beckville,TX,Texas,America/Chicago
Malin,OR,Oregon,America/Los_Angeles
Gouldsboro,PA,Pennsylvania,America/New_York
Hankinson,ND,North Dakota,America/Chicago
Greendale,MO,Missouri,America/Chicago
Sheridan,MI,Michigan,America/Detroit
Welcome,MN,Minnesota,America/Chicago
Branchville,NJ,New Jersey,America/New_York
Pittsville,WI,Wisconsin,America/Chicago
Brownstown,IL,Illinois,America/Chicago
Jackson Heights,NC,North Carolina,America/New_York
Kenansville,NC,North Carolina,America/New_York
Rosa Sánchez,PR,Puerto Rico,America/Puerto_Rico
Vienna,MO,Missouri,America/Chicago
Simonton,TX,Texas,America/Chicago
Modjeska,CA,California,America/Los_Angeles
Benton,WI,Wisconsin,America/Chicago
Rockford,OH,Ohio,America/New_York
McGill,NV,Nevada,America/Los_Angeles
Buena Vista,CA,California,America/Los_Angeles
Toughkenamon,PA,Pennsylvania,America/New_York
New Vernon,NJ,New Jersey,America/New_York
St. Mary of the Woods,IN,Indiana,America/Indiana/Indianapolis
Island Pond,VT,Vermont,America/New_York
Tilghman Island,MD,Maryland,America/New_York
North DeLand,FL,Florida,America/New_York
Lake Arrowhead,WI,Wisconsin,America/Chicago
Spring Valley,KY,Kentucky,America/New_York
Petaluma Center,CA,California,America/Los_Angeles
Polk,PA,Pennsylvania,America/New_York
Battle Creek,IA,Iowa,America/Chicago
Mabel,MN,Minnesota,America/Chicago
Danielsville,GA,Georgia,America/New_York
Riegelsville,PA,Pennsylvania,America/New_York
McKee,KY,Kentucky,America/New_York
Edgewater,AL,Alabama,America/Chicago
Gallant,AL,Alabama,America/Chicago
Sabana,PR,Puerto Rico,America/Puerto_Rico
Lake Roesiger,WA,Washington,America/Los_Angeles
Normangee,TX,Texas,America/Chicago
Belview,VA,Virginia,America/New_York
Siren,WI,Wisconsin,America/Chicago
Royal Center,IN,Indiana,America/Indiana/Indianapolis
Glasford,IL,Illinois,America/Chicago
Helena,MS,Mississippi,America/Chicago
Coal Hill,AR,Arkansas,America/Chicago
Hubbard Lake,MI,Michigan,America/Detroit
Stebbins,CA,California,America/Los_Angeles
Indian Creek,IL,Illinois,America/Chicago
Osceola,NE,Nebraska,America/Chicago
Lopatcong Overlook,NJ,New Jersey,America/New_York
Nickerson,KS,Kansas,America/Chicago
Valley Head,AL,Alabama,America/Chicago
Santa Clara Pueblo,NM,New Mexico,America/Denver
Peru,NE,Nebraska,America/Chicago
Rockford,TN,Tennessee,America/New_York
Liberty,MS,Mississippi,America/Chicago
Mignon,AL,Alabama,America/Chicago
Ladonia,TX,Texas,America/Chicago
Lakeville,CT,Connecticut,America/New_York
Edon,OH,Ohio,America/New_York
Mifflintown,PA,Pennsylvania,America/New_York
Cottonwood Falls,KS,Kansas,America/Chicago
Woodlawn Park,KY,Kentucky,America/New_York
Hennepin,IL,Illinois,America/Chicago
Ponca,NE,Nebraska,America/Chicago
Round Lake,NY,New York,America/New_York
Russellville,MO,Missouri,America/Chicago
Scranton,SC,South Carolina,America/New_York
Gary,WV,West Virginia,America/New_York
Wallowa,OR,Oregon,America/Los_Angeles
Clifton,ID,Idaho,America/Boise
St. Lucie Village,FL,Florida,America/New_York
Knoxville,PA,Pennsylvania,America/New_York
East Herkimer,NY,New York,America/New_York
Benns Church,VA,Virginia,America/New_York
Gardiner,MT,Montana,America/Denver
Berlin,GA,Georgia,America/New_York
Hesperia,MI,Michigan,America/Detroit
Diamondville,WY,Wyoming,America/Denver
Crossville,IL,Illinois,America/Chicago
New Site,AL,Alabama,America/Chicago
Grand View Estates,CO,Colorado,America/Denver
Tribune,KS,Kansas,America/Denver
Quinton,OK,Oklahoma,America/Chicago
West Concord,MN,Minnesota,America/Chicago
Wadley,AL,Alabama,America/Chicago
Winslow,IN,Indiana,America/Indiana/Petersburg
Los Indios,TX,Texas,America/Chicago
Germanton,NC,North Carolina,America/New_York
Montezuma,KS,Kansas,America/Chicago
Stoddard,WI,Wisconsin,America/Chicago
Gifford,IL,Illinois,America/Chicago
West Bend,IA,Iowa,America/Chicago
Washington,LA,Louisiana,America/Chicago
Stockbridge,WI,Wisconsin,America/Chicago
Qulin,MO,Missouri,America/Chicago
Stoneboro,PA,Pennsylvania,America/New_York
Pound,VA,Virginia,America/New_York
New Berlin,TX,Texas,America/Chicago
Mechanicsburg,IL,Illinois,America/Chicago
Gobles,MI,Michigan,America/Detroit
Buras,LA,Louisiana,America/Chicago
Conway,NC,North Carolina,America/New_York
Eastview,TN,Tennessee,America/Chicago
DeBordieu Colony,SC,South Carolina,America/New_York
Matlacha,FL,Florida,America/New_York
Cimarron,NM,New Mexico,America/Denver
San Ildefonso Pueblo,NM,New Mexico,America/Denver
Patterson,GA,Georgia,America/New_York
Aulander,NC,North Carolina,America/New_York
Orangeville,IL,Illinois,America/Chicago
Powder Horn,WY,Wyoming,America/Denver
Terrytown,NE,Nebraska,America/Denver
Brandon,WI,Wisconsin,America/Chicago
Breesport,NY,New York,America/New_York
Sheffield,IL,Illinois,America/Chicago
Cushing,TX,Texas,America/Chicago
Blairsville,GA,Georgia,America/New_York
Gallatin Gateway,MT,Montana,America/Denver
Laguna,NM,New Mexico,America/Denver
Deerfield,KS,Kansas,America/Chicago
Shepherd,MT,Montana,America/Denver
Grazierville,PA,Pennsylvania,America/New_York
Mount Hope,KS,Kansas,America/Chicago
Fremont,IA,Iowa,America/Chicago
Maury City,TN,Tennessee,America/Chicago
Misericordia University,PA,Pennsylvania,America/New_York
Hastings,FL,Florida,America/New_York
Trego,MT,Montana,America/Denver
San Antonito,NM,New Mexico,America/Denver
Benton,KS,Kansas,America/Chicago
Maxwell,IA,Iowa,America/Chicago
Krotz Springs,LA,Louisiana,America/Chicago
Poulan,GA,Georgia,America/New_York
Pringle,PA,Pennsylvania,America/New_York
Kansas,IL,Illinois,America/Chicago
Shalimar,FL,Florida,America/Chicago
Bajandas,PR,Puerto Rico,America/Puerto_Rico
Santa Fe Foothills,NM,New Mexico,America/Denver
Rosa,AL,Alabama,America/Chicago
Burnsville,MS,Mississippi,America/Chicago
Laurel Park,VA,Virginia,America/New_York
Pine Lake,GA,Georgia,America/New_York
East Stone Gap,VA,Virginia,America/New_York
Newton,UT,Utah,America/Denver
Peconic,NY,New York,America/New_York
Patton Village,CA,California,America/Los_Angeles
Weir,MS,Mississippi,America/Chicago
Paragon Estates,CO,Colorado,America/Denver
Frenchburg,KY,Kentucky,America/New_York
Cooleemee,NC,North Carolina,America/New_York
Murray,CT,Connecticut,America/New_York
New Bethlehem,PA,Pennsylvania,America/New_York
Porum,OK,Oklahoma,America/Chicago
Bowmans Addition,MD,Maryland,America/New_York
Hills,IA,Iowa,America/Chicago
East Prospect,PA,Pennsylvania,America/New_York
Enhaut,PA,Pennsylvania,America/New_York
North Perry,OH,Ohio,America/New_York
Bowman,SC,South Carolina,America/New_York
Brookport,IL,Illinois,America/Chicago
Ashkum,IL,Illinois,America/Chicago
West Point,IA,Iowa,America/Chicago
Shenandoah Shores,VA,Virginia,America/New_York
Cedar Bluffs,NE,Nebraska,America/Chicago
Clay City,IL,Illinois,America/Chicago
Olympian Village,MO,Missouri,America/Chicago
White Springs,FL,Florida,America/New_York
Redmond,UT,Utah,America/Denver
Lowden,IA,Iowa,America/Chicago
Oilton,OK,Oklahoma,America/Chicago
Colman,SD,South Dakota,America/Chicago
Holly Pond,AL,Alabama,America/Chicago
Lebo,KS,Kansas,America/Chicago
New Castle,KY,Kentucky,America/New_York
Armstrong,IA,Iowa,America/Chicago
Bracey,VA,Virginia,America/New_York
Arena,WI,Wisconsin,America/Chicago
Wilson,KS,Kansas,America/Chicago
Watterson Park,KY,Kentucky,America/New_York
Mosses,AL,Alabama,America/Chicago
Boys Town,NE,Nebraska,America/Chicago
Pennville,IN,Indiana,America/Indiana/Indianapolis
Rutland,OH,Ohio,America/New_York
St. Mary's,AK,Alaska,America/Nome
Carrolltown,PA,Pennsylvania,America/New_York
Poplar,MT,Montana,America/Denver
Burneyville,OK,Oklahoma,America/Chicago
Moncure,NC,North Carolina,America/New_York
St. Stephen,MN,Minnesota,America/Chicago
Mertztown,PA,Pennsylvania,America/New_York
Flint Creek,OK,Oklahoma,America/Chicago
Carlls Corner,NJ,New Jersey,America/New_York
Waldron,IN,Indiana,America/Indiana/Indianapolis
Warsaw,MN,Minnesota,America/Chicago
Ivy,VA,Virginia,America/New_York
Hometown,WV,West Virginia,America/New_York
Kilmichael,MS,Mississippi,America/Chicago
Choctaw,LA,Louisiana,America/Chicago
Magdalena,NM,New Mexico,America/Denver
Alexandria,SD,South Dakota,America/Chicago
Mendon,MI,Michigan,America/Detroit
Cleveland,NY,New York,America/New_York
Oakman,AL,Alabama,America/Chicago
East Bernstadt,KY,Kentucky,America/New_York
Boyce,VA,Virginia,America/New_York
Reid Hope King,TX,Texas,America/Chicago
Fordland,MO,Missouri,America/Chicago
Bolton,MS,Mississippi,America/Chicago
Montandon,PA,Pennsylvania,America/New_York
Amanda,OH,Ohio,America/New_York
Port Royal,PA,Pennsylvania,America/New_York
Van Wyck,SC,South Carolina,America/New_York
Watkins,MN,Minnesota,America/Chicago
Netarts,OR,Oregon,America/Los_Angeles
Bloomsbury,NJ,New Jersey,America/New_York
Temple,OK,Oklahoma,America/Chicago
New Hope,TN,Tennessee,America/Chicago
Dulac,LA,Louisiana,America/Chicago
Svensen,OR,Oregon,America/Los_Angeles
Etna,OH,Ohio,America/New_York
Green Harbor,MA,Massachusetts,America/New_York
Vandling,PA,Pennsylvania,America/New_York
Avery,TX,Texas,America/Chicago
Smith River,CA,California,America/Los_Angeles
Marcy,NY,New York,America/New_York
Meyers Lake,OH,Ohio,America/New_York
Monterey Park,NM,New Mexico,America/Denver
Lynn,AL,Alabama,America/Chicago
Pioneer Junction,MT,Montana,America/Denver
Walnut,MS,Mississippi,America/Chicago
Varnamtown,NC,North Carolina,America/New_York
Tovey,IL,Illinois,America/Chicago
Tucker,MS,Mississippi,America/Chicago
St. Jo,TX,Texas,America/Chicago
Clinton,MT,Montana,America/Denver
Mooresburg,TN,Tennessee,America/New_York
Ocracoke,NC,North Carolina,America/New_York
Annetta South,TX,Texas,America/Chicago
Soudersburg,PA,Pennsylvania,America/New_York
Terramuggus,CT,Connecticut,America/New_York
North,SC,South Carolina,America/New_York
Miner,MO,Missouri,America/Chicago
La Veta,CO,Colorado,America/Denver
Boyden,IA,Iowa,America/Chicago
Loon Lake,WA,Washington,America/Los_Angeles
Sebeka,MN,Minnesota,America/Chicago
Rib Lake,WI,Wisconsin,America/Chicago
Cowen,WV,West Virginia,America/New_York
Walnut Grove,TN,Tennessee,America/Chicago
Lilly,PA,Pennsylvania,America/New_York
Holly,CO,Colorado,America/Denver
Sutton,WV,West Virginia,America/New_York
Rockwood,PA,Pennsylvania,America/New_York
Colo,IA,Iowa,America/Chicago
Hills,MN,Minnesota,America/Chicago
Morristown,MN,Minnesota,America/Chicago
Pine Harbor,TX,Texas,America/Chicago
Knippa,TX,Texas,America/Chicago
Cecilton,MD,Maryland,America/New_York
Hilldale,PA,Pennsylvania,America/New_York
Jarratt,VA,Virginia,America/New_York
Pearl City,IL,Illinois,America/Chicago
Clarks,LA,Louisiana,America/Chicago
Canyon City,OR,Oregon,America/Los_Angeles
White Mills,PA,Pennsylvania,America/New_York
Cumby,TX,Texas,America/Chicago
Powderly,KY,Kentucky,America/Chicago
Matinecock,NY,New York,America/New_York
Livingston,IL,Illinois,America/Chicago
Houtzdale,PA,Pennsylvania,America/New_York
Villa Calma,PR,Puerto Rico,America/Puerto_Rico
Davidsville,PA,Pennsylvania,America/New_York
La France,SC,South Carolina,America/New_York
Aquasco,MD,Maryland,America/New_York
Klawock,AK,Alaska,America/Sitka
New England,ND,North Dakota,America/Denver
Oscoda,MI,Michigan,America/Detroit
Bell Hill,WA,Washington,America/Los_Angeles
Greene,ME,Maine,America/New_York
Crystal Beach,NY,New York,America/New_York
Westover Hills,TX,Texas,America/Chicago
Boswell,IN,Indiana,America/Indiana/Indianapolis
Lecompte,LA,Louisiana,America/Chicago
Mermentau,LA,Louisiana,America/Chicago
O'Donnell,TX,Texas,America/Chicago
Bryson,TX,Texas,America/Chicago
Adairville,KY,Kentucky,America/Chicago
Parker Strip,AZ,Arizona,America/Phoenix
Pinnacle,NC,North Carolina,America/New_York
Bloomsdale,MO,Missouri,America/Chicago
Silver Springs,NY,New York,America/New_York
Bluewater,AZ,Arizona,America/Phoenix
Georgetown,PA,Pennsylvania,America/New_York
Evansville,IL,Illinois,America/Chicago
Volente,TX,Texas,America/Chicago
Plymptonville,PA,Pennsylvania,America/New_York
Horseshoe Bend,ID,Idaho,America/Boise
Dexter,NY,New York,America/New_York
Afton,OK,Oklahoma,America/Chicago
Deshler,NE,Nebraska,America/Chicago
Buffalo City,WI,Wisconsin,America/Chicago
Cheyenne,OK,Oklahoma,America/Chicago
Gadsden,AZ,Arizona,America/Phoenix
Deer Lake,PA,Pennsylvania,America/New_York
Belle Center,OH,Ohio,America/New_York
Green River,UT,Utah,America/Denver
Acomita Lake,NM,New Mexico,America/Denver
McClure,OH,Ohio,America/New_York
St. Joseph,TN,Tennessee,America/Chicago
Pleasant Hill,NC,North Carolina,America/New_York
Marion,MI,Michigan,America/Detroit
Worden,IL,Illinois,America/Chicago
Tortugas,NM,New Mexico,America/Denver
Science Hill,KY,Kentucky,America/New_York
Santa Margarita,CA,California,America/Los_Angeles
Selma,OR,Oregon,America/Los_Angeles
Roachdale,IN,Indiana,America/Indiana/Indianapolis
Disputanta,VA,Virginia,America/New_York
Tivoli,NY,New York,America/New_York
Cotton Valley,LA,Louisiana,America/Chicago
Sunol,CA,California,America/Los_Angeles
Middle Amana,IA,Iowa,America/Chicago
Knik River,AK,Alaska,America/Anchorage
Frontón,PR,Puerto Rico,America/Puerto_Rico
Sunrise Lake,PA,Pennsylvania,America/New_York
Council,ID,Idaho,America/Boise
Evarts,KY,Kentucky,America/New_York
Freeburg,PA,Pennsylvania,America/New_York
Alpine,WY,Wyoming,America/Denver
Jasper,MO,Missouri,America/Chicago
Logan,KS,Kansas,America/Chicago
Clarence,PA,Pennsylvania,America/New_York
Sand Rock,AL,Alabama,America/Chicago
Hornbeck,LA,Louisiana,America/Chicago
Wiconsico,PA,Pennsylvania,America/New_York
Gibbon,MN,Minnesota,America/Chicago
Ashland,KS,Kansas,America/Chicago
Exira,IA,Iowa,America/Chicago
Chevy Chase Section Five,MD,Maryland,America/New_York
Freeport,MN,Minnesota,America/Chicago
Raymond,IA,Iowa,America/Chicago
Pilot Knob,MO,Missouri,America/Chicago
Mansión del Sol,PR,Puerto Rico,America/Puerto_Rico
Lilydale,MN,Minnesota,America/Chicago
Alburnett,IA,Iowa,America/Chicago
Weiner,AR,Arkansas,America/Chicago
Port Gamble Tribal Community,WA,Washington,America/Los_Angeles
Gray Court,SC,South Carolina,America/New_York
Basin City,WA,Washington,America/Los_Angeles
Beech Mountain,NC,North Carolina,America/New_York
Onaway,MI,Michigan,America/Detroit
Wellston,OK,Oklahoma,America/Chicago
Darbydale,OH,Ohio,America/New_York
Cedar Crest,NM,New Mexico,America/Denver
Ashton,IL,Illinois,America/Chicago
Newborn,GA,Georgia,America/New_York
Luthersville,GA,Georgia,America/New_York
Matador,TX,Texas,America/Chicago
Colton,SD,South Dakota,America/Chicago
Lanesville,IN,Indiana,America/Kentucky/Louisville
Mountain Gate,CA,California,America/Los_Angeles
Willow Lake,IL,Illinois,America/Chicago
Ossian,IA,Iowa,America/Chicago
Napoleon,ND,North Dakota,America/Chicago
Readlyn,IA,Iowa,America/Chicago
Curtis,NE,Nebraska,America/Chicago
Indian Springs,NV,Nevada,America/Los_Angeles
Sunlit Hills,NM,New Mexico,America/Denver
Axtell,NE,Nebraska,America/Chicago
Grandview,IN,Indiana,America/Chicago
Kinston,AL,Alabama,America/Chicago
Boswell,OK,Oklahoma,America/Chicago
New Hamburg,NY,New York,America/New_York
Moorcroft,WY,Wyoming,America/Denver
Mason,WV,West Virginia,America/New_York
Golinda,TX,Texas,America/Chicago
East Bend,NC,North Carolina,America/New_York
Bremond,TX,Texas,America/Chicago
Penn State Berks,PA,Pennsylvania,America/New_York
Grand Junction,IA,Iowa,America/Chicago
Blue Ridge Shores,VA,Virginia,America/New_York
Pardeesville,PA,Pennsylvania,America/New_York
Mill Creek,WV,West Virginia,America/New_York
Bogue,NC,North Carolina,America/New_York
Monroe,OR,Oregon,America/Los_Angeles
Roseville,IL,Illinois,America/Chicago
Light Oak,NC,North Carolina,America/New_York
Chemung,IL,Illinois,America/Chicago
Belle Terre,NY,New York,America/New_York
Pendleton,TX,Texas,America/Chicago
Pembroke,KY,Kentucky,America/Chicago
Quasqueton,IA,Iowa,America/Chicago
Parks,LA,Louisiana,America/Chicago
Elkton,MI,Michigan,America/Detroit
Carson,IA,Iowa,America/Chicago
Fallon Station,NV,Nevada,America/Los_Angeles
South La Paloma,TX,Texas,America/Chicago
Cammack Village,AR,Arkansas,America/Chicago
Copake Lake,NY,New York,America/New_York
Sharpsville,IN,Indiana,America/Indiana/Indianapolis
Pellston,MI,Michigan,America/Detroit
Gilbertville,IA,Iowa,America/Chicago
Addyston,OH,Ohio,America/New_York
Bigelow Corners,CT,Connecticut,America/New_York
Pickensville,AL,Alabama,America/Chicago
Ashmore,IL,Illinois,America/Chicago
Memphis,IN,Indiana,America/Kentucky/Louisville
Ulm,MT,Montana,America/Denver
La Center,KY,Kentucky,America/Chicago
Chatom,AL,Alabama,America/Chicago
Blooming Grove,TX,Texas,America/Chicago
North Topsail Beach,NC,North Carolina,America/New_York
Quapaw,OK,Oklahoma,America/Chicago
Northwest,NC,North Carolina,America/New_York
Wauzeka,WI,Wisconsin,America/Chicago
Franklin,ID,Idaho,America/Boise
West Warren,MA,Massachusetts,America/New_York
Gaston,IN,Indiana,America/Indiana/Indianapolis
Sugar Grove,VA,Virginia,America/New_York
Minkler,CA,California,America/Los_Angeles
Skyland Estates,VA,Virginia,America/New_York
Taconic Shores,NY,New York,America/New_York
Fountain City,WI,Wisconsin,America/Chicago
Chesapeake City,MD,Maryland,America/New_York
Courtland,MS,Mississippi,America/Chicago
Seligman,MO,Missouri,America/Chicago
Quitman,AR,Arkansas,America/Chicago
Wiscon,FL,Florida,America/New_York
Melbourne,IA,Iowa,America/Chicago
Prospect,NC,North Carolina,America/New_York
Scranton,KS,Kansas,America/Chicago
Duncan,AZ,Arizona,America/Phoenix
Dale,SC,South Carolina,America/New_York
Fern Forest,HI,Hawaii,Pacific/Honolulu
Ingleside on the Bay,TX,Texas,America/Chicago
Green Valley,IL,Illinois,America/Chicago
Hillside,NY,New York,America/New_York
Utica,MS,Mississippi,America/Chicago
Vader,WA,Washington,America/Los_Angeles
Doe Run,MO,Missouri,America/Chicago
Elizabeth,WV,West Virginia,America/New_York
Oneida,IL,Illinois,America/Chicago
Upper Bear Creek,CO,Colorado,America/Denver
Oshkosh,NE,Nebraska,America/Denver
Pepin,WI,Wisconsin,America/Chicago
Bingen,WA,Washington,America/Los_Angeles
Valley Brook,OK,Oklahoma,America/Chicago
Shannon,IL,Illinois,America/Chicago
Cheneyville,LA,Louisiana,America/Chicago
Grapeview,WA,Washington,America/Los_Angeles
Lenox,GA,Georgia,America/New_York
Woolrich,PA,Pennsylvania,America/New_York
Sterling,OK,Oklahoma,America/Chicago
Reeseville,WI,Wisconsin,America/Chicago
Refton,PA,Pennsylvania,America/New_York
Spring Ridge,PA,Pennsylvania,America/New_York
Whitecone,AZ,Arizona,America/Denver
Le Grand,IA,Iowa,America/Chicago
Sioux Rapids,IA,Iowa,America/Chicago
Walnut Springs,TX,Texas,America/Chicago
Eldon,IA,Iowa,America/Chicago
Solon Springs,WI,Wisconsin,America/Chicago
Plains,GA,Georgia,America/New_York
Independence,CA,California,America/Los_Angeles
New Haven,KY,Kentucky,America/New_York
Winter Park,CO,Colorado,America/Denver
San Jose,NM,New Mexico,America/Denver
Golconda,IL,Illinois,America/Chicago
Weir,KS,Kansas,America/Chicago
Pamelia Center,NY,New York,America/New_York
